"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CTSW.1",4.4454840652463e-21,0.481247922203267,0.922,0.805,1.06269296579713e-16,"2","CTSW"
"PXN.1",5.11574573365678e-21,-0.754068361401118,0.053,0.227,1.22291901763065e-16,"2","PXN"
"LINC00539",7.10953572291327e-21,0.28477761872756,0.113,0.017,1.69953451456242e-16,"2","LINC00539"
"KIR2DL3.1",8.31171870174365e-21,0.894451061543533,0.239,0.086,1.98691635565182e-16,"2","KIR2DL3"
"EZR.1",9.67644569763247e-21,0.732329442747201,0.634,0.433,2.31315434401904e-16,"2","EZR"
"C1orf21.1",1.16534681655849e-20,-0.74136044789035,0.085,0.272,2.78576156498308e-16,"2","C1orf21"
"YPEL5.1",1.47963669144805e-20,0.651213973752555,0.668,0.448,3.53707151090656e-16,"2","YPEL5"
"LEPROTL1.2",1.6037750320079e-20,0.565676505137257,0.691,0.448,3.83382421401489e-16,"2","LEPROTL1"
"FAM3C.1",1.72588685876906e-20,0.436807384414389,0.216,0.068,4.12573253588743e-16,"2","FAM3C"
"MTHFD2.1",1.79570844882371e-20,0.468324429789653,0.327,0.135,4.29264104691309e-16,"2","MTHFD2"
"OXNAD1.1",1.84512990737516e-20,0.482810790136142,0.378,0.169,4.41078304358032e-16,"2","OXNAD1"
"INSIG1.2",2.71907711089389e-20,0.683305965311117,0.396,0.198,6.49995383359184e-16,"2","INSIG1"
"PABPC1.1",4.69929018715636e-20,0.624415138316939,0.887,0.783,1.12336531923973e-15,"2","PABPC1"
"ANXA5.1",5.40229142420734e-20,0.542554854909223,0.38,0.182,1.29141776495676e-15,"2","ANXA5"
"BICDL1",6.70503501148331e-20,0.290358502232846,0.115,0.019,1.60283861949509e-15,"2","BICDL1"
"RASGRP2.1",9.02210747595443e-20,-0.751368775800704,0.049,0.213,2.15673479212691e-15,"2","RASGRP2"
"CCL4.1",1.53181877008682e-19,-0.782513776791154,0.742,0.85,3.66181276989255e-15,"2","CCL4"
"G3BP2.1",1.85690054768037e-19,0.603379882137922,0.461,0.247,4.43892075922992e-15,"2","G3BP2"
"CKLF.1",2.34795619987009e-19,0.596533499501738,0.512,0.296,5.61278929578945e-15,"2","CKLF"
"ANKRD28.1",2.72190822910699e-19,0.381669979285132,0.239,0.083,6.50672162168027e-15,"2","ANKRD28"
"MRPS6.1",5.72928764246552e-19,0.566052490764825,0.438,0.224,1.36958621093138e-14,"2","MRPS6"
"HLA-DQB1.1",6.03819221032485e-19,0.531363268968925,0.366,0.173,1.44342984787816e-14,"2","HLA-DQB1"
"ABCG1",6.60101601981098e-19,0.296485849805008,0.138,0.03,1.57797287953582e-14,"2","ABCG1"
"MT-CO2.1",8.02968282329335e-19,-0.31345721079451,0.996,0.998,1.91949567890828e-14,"2","MT-CO2"
"PDE3B.1",8.42641878880909e-19,0.503077610997322,0.26,0.1,2.01433541146481e-14,"2","PDE3B"
"VPS37B.1",1.23708168856651e-18,0.502748967656627,0.498,0.278,2.95724377651824e-14,"2","VPS37B"
"CD74.2",1.77653408874689e-18,0.629499609220403,0.903,0.785,4.24680473914943e-14,"2","CD74"
"NELL2.1",1.81921751523594e-18,0.366268967925814,0.171,0.048,4.34883947017152e-14,"2","NELL2"
"ATP1B1",2.16118209256044e-18,0.337373621915828,0.118,0.023,5.16630579226573e-14,"2","ATP1B1"
"CST7.1",2.19987950240863e-18,-0.449710109306497,0.908,0.946,5.25881195050782e-14,"2","CST7"
"ROMO1.1",2.36142773616137e-18,0.451182687758154,0.569,0.333,5.64499300329374e-14,"2","ROMO1"
"MYL12A.1",2.67854823759233e-18,-0.470149885596757,0.873,0.888,6.40306956196446e-14,"2","MYL12A"
"STAM.1",2.82693079338024e-18,0.334536687439901,0.17,0.047,6.75777806157546e-14,"2","STAM"
"FKBP1A.1",2.86991614302287e-18,0.528994493828504,0.429,0.225,6.86053453989617e-14,"2","FKBP1A"
"CYBA.2",3.49373056261191e-18,-0.505303490011266,0.853,0.863,8.35176290992378e-14,"2","CYBA"
"PTP4A2.1",3.9879207485728e-18,-0.696779589516666,0.295,0.473,9.53312454946329e-14,"2","PTP4A2"
"HMOX1",4.16548160571851e-18,0.474080737239165,0.11,0.02,9.95758377847009e-14,"2","HMOX1"
"PSME2.1",4.32085061614219e-18,0.518117675837473,0.617,0.4,1.03289933978879e-13,"2","PSME2"
"NAB1",8.78332881062395e-18,0.292636676077731,0.118,0.024,2.09965475217965e-13,"2","NAB1"
"P2RY10.1",8.79302033816445e-18,0.341427704267644,0.254,0.097,2.10197151183821e-13,"2","P2RY10"
"GYG1.1",1.13970322468717e-17,0.452098081876311,0.373,0.178,2.72446055861467e-13,"2","GYG1"
"IFITM1.2",1.58938414297157e-17,-0.37405974962281,0.887,0.93,3.79942279377354e-13,"2","IFITM1"
"KLF3.1",1.74377554196897e-17,-0.732589487955109,0.053,0.207,4.16849543307682e-13,"2","KLF3"
"BCL2L11",1.85763694027834e-17,0.404510828312376,0.187,0.06,4.44068110573537e-13,"2","BCL2L11"
"RPS4Y1.1",1.97897903032049e-17,0.637684072083058,0.253,0.101,4.73074937198113e-13,"2","RPS4Y1"
"KDM5B.1",2.26693700526001e-17,0.320018846945779,0.189,0.06,5.41911291107405e-13,"2","KDM5B"
"CCDC50",2.8687923786694e-17,0.30024976797467,0.104,0.019,6.85784818120919e-13,"2","CCDC50"
"PTGER2.1",3.36000575881433e-17,-0.657576379448382,0.09,0.259,8.03209376644565e-13,"2","PTGER2"
"HDLBP",3.48441809804804e-17,0.372116388493566,0.18,0.056,8.32950146338383e-13,"2","HDLBP"
"RGS10.1",3.53001353370153e-17,0.435975997110269,0.481,0.259,8.4384973523135e-13,"2","RGS10"
"CDKN1A.1",3.63435783986551e-17,0.633687139312192,0.311,0.143,8.68793241619851e-13,"2","CDKN1A"
"IL21R.1",3.7551878872451e-17,0.456086655746621,0.27,0.112,8.97677664445941e-13,"2","IL21R"
"CAPN12",3.81521496584017e-17,0.339869267990562,0.154,0.043,9.12027137584093e-13,"2","CAPN12"
"TAGLN2.1",4.39594393405655e-17,0.530911742365638,0.871,0.709,1.05085039743622e-12,"2","TAGLN2"
"NR3C1.1",4.47694978263968e-17,0.551253478692451,0.507,0.292,1.07021484554001e-12,"2","NR3C1"
"DUSP16",7.10244029051829e-17,0.335506369092988,0.118,0.026,1.6978383514484e-12,"2","DUSP16"
"CX3CR1.2",9.00972330273499e-17,-0.641136920552435,0.009,0.13,2.1537743555188e-12,"2","CX3CR1"
"MYADM.1",9.58060617958388e-17,0.459178055563781,0.382,0.192,2.29024390722953e-12,"2","MYADM"
"ADRB2.1",1.30857565941691e-16,-0.731543322834773,0.081,0.24,3.12815011383613e-12,"2","ADRB2"
"PPP1R15A.1",1.43527214203596e-16,0.64020442212967,0.832,0.664,3.43101805553696e-12,"2","PPP1R15A"
"IGFBP2",1.57159218794598e-16,0.410170960547367,0.11,0.022,3.75689112528485e-12,"2","IGFBP2"
"LYAR.1",1.57997366108688e-16,-0.730215000575397,0.269,0.425,3.77692703682819e-12,"2","LYAR"
"HIF1A.1",1.68072424963596e-16,0.487959259939641,0.337,0.162,4.01777131875476e-12,"2","HIF1A"
"LINC00861.1",2.03906972686616e-16,-0.821847848772624,0.134,0.3,4.87439618207355e-12,"2","LINC00861"
"AC243829.4.1",2.28494729674213e-16,0.367514716255022,0.168,0.052,5.46216651286206e-12,"2","AC243829.4"
"PRKAR1B",2.56670369805308e-16,0.326319282582673,0.113,0.024,6.13570519019588e-12,"2","PRKAR1B"
"HMGN1.1",3.39028127903736e-16,0.461070269297718,0.689,0.462,8.10446739753881e-12,"2","HMGN1"
"PIM3.1",3.39220115380689e-16,0.582153626269208,0.348,0.173,8.10905685817537e-12,"2","PIM3"
"SMC4.1",3.8525620090723e-16,0.383472777158167,0.168,0.053,9.20954948268732e-12,"2","SMC4"
"CHPT1.1",5.30608560533683e-16,0.352692028592358,0.141,0.039,1.26841976395577e-11,"2","CHPT1"
"BACH2",7.9915127565644e-16,0.344304397926887,0.106,0.022,1.91037112445672e-11,"2","BACH2"
"SARAF.1",8.28170236658804e-16,0.378187980314368,0.926,0.828,1.97974095073287e-11,"2","SARAF"
"MIF.1",1.1144436503228e-15,0.471969083490145,0.837,0.671,2.66407754609664e-11,"2","MIF"
"S100A4.1",1.17971156944206e-15,-0.457969120065402,0.86,0.882,2.82010050675126e-11,"2","S100A4"
"ACTN4",1.18863679540769e-15,0.344553768704639,0.447,0.243,2.84143625942209e-11,"2","ACTN4"
"VDAC1",1.33196304388023e-15,0.382728908156778,0.401,0.206,3.18405765639569e-11,"2","VDAC1"
"RABAC1.1",1.81601813428719e-15,0.410576115098167,0.627,0.402,4.34119135001352e-11,"2","RABAC1"
"CTSB",1.93859752707901e-15,0.288593475652863,0.154,0.046,4.63421738848238e-11,"2","CTSB"
"PDE4B.2",2.10680029623043e-15,0.36230519055884,0.362,0.179,5.03630610813884e-11,"2","PDE4B"
"KIR3DL1.1",2.14332407960868e-15,0.754782744937701,0.201,0.077,5.12361621230454e-11,"2","KIR3DL1"
"EMP3.1",2.15106595249824e-15,-0.605137264612897,0.562,0.654,5.14212315944703e-11,"2","EMP3"
"RASA3.1",2.2840729165587e-15,-0.655127346047554,0.106,0.264,5.46007630703357e-11,"2","RASA3"
"ETF1",2.50184828422336e-15,0.356717464245329,0.279,0.123,5.98066832343595e-11,"2","ETF1"
"MGAT4A.1",2.85704219298329e-15,-0.684055957238791,0.12,0.277,6.82975936232656e-11,"2","MGAT4A"
"PPP1CB.1",2.91511928712497e-15,0.37528365409359,0.323,0.153,6.96859265587224e-11,"2","PPP1CB"
"S100B.2",3.77502314449237e-15,-1.17502442807035,0.007,0.116,9.02419282690901e-11,"2","S100B"
"GADD45G.1",4.94212207095586e-15,0.363259551610368,0.175,0.06,1.181414281062e-10,"2","GADD45G"
"DDX3Y",5.26197284018577e-15,0.349005087538708,0.11,0.025,1.25787460744641e-10,"2","DDX3Y"
"ICAM2.1",5.55223271967073e-15,-0.697507643644408,0.074,0.216,1.32726123163729e-10,"2","ICAM2"
"SOD1.1",5.69203837963441e-15,0.566112636327875,0.696,0.486,1.3606817746516e-10,"2","SOD1"
"IKZF2.1",5.75090759357841e-15,0.450545867033369,0.244,0.103,1.37475446024492e-10,"2","IKZF2"
"NDUFS5.1",1.02358324560259e-14,0.396006372390138,0.682,0.462,2.44687574861298e-10,"2","NDUFS5"
"SORL1.1",1.02703671795625e-14,-0.663345930217367,0.048,0.179,2.4551312742744e-10,"2","SORL1"
"TTC38.2",1.03792617888934e-14,-0.709530962920767,0.097,0.243,2.48116253063496e-10,"2","TTC38"
"BAG3.1",1.05830246886668e-14,1.46085379537041,0.226,0.101,2.52987205182581e-10,"2","BAG3"
"PDCD1.1",1.09947359328456e-14,0.400839675451495,0.175,0.061,2.62829162474674e-10,"2","PDCD1"
"ATP10D",1.11853073120017e-14,0.297955400562383,0.138,0.04,2.673847712934e-10,"2","ATP10D"
"PDCL3.1",1.22074544705193e-14,0.431492664130985,0.3,0.143,2.91819199117764e-10,"2","PDCL3"
"A1BG.1",1.30959539865836e-14,0.310575268972013,0.221,0.087,3.13058780049281e-10,"2","A1BG"
"SYAP1.1",1.90832708044368e-14,0.548886341378847,0.468,0.278,4.56185588580062e-10,"2","SYAP1"
"TENT5C.1",2.21844126256717e-14,0.482169275059924,0.417,0.24,5.30318383816683e-10,"2","TENT5C"
"TRAT1.2",2.28339516788431e-14,0.342966608809443,0.288,0.132,5.45845614882743e-10,"2","TRAT1"
"DYNLL1.2",2.78908848533091e-14,0.533542835916476,0.64,0.456,6.66731602418353e-10,"2","DYNLL1"
"PDE4A",3.26814161373438e-14,0.272014353346342,0.157,0.051,7.81249252763204e-10,"2","PDE4A"
"NUDT14.1",3.5834616685499e-14,0.281135126434108,0.148,0.047,8.56626511866853e-10,"2","NUDT14"
"SDCBP.1",5.52627901186765e-14,0.510309983154063,0.527,0.335,1.32105699778696e-09,"2","SDCBP"
"TNFSF10",6.1006562431355e-14,0.29116869476385,0.184,0.068,1.45836187492154e-09,"2","TNFSF10"
"RGS16.1",6.36700218840866e-14,0.561927816277318,0.148,0.049,1.52203187313909e-09,"2","RGS16"
"TGFBR3.1",7.09563424293352e-14,-0.648815476005649,0.062,0.191,1.69621136577326e-09,"2","TGFBR3"
"GATA3",7.82036499541998e-14,0.350958215436482,0.246,0.107,1.86945825215515e-09,"2","GATA3"
"TMIGD2",1.05399043094424e-13,0.379951450871852,0.155,0.053,2.51956412517221e-09,"2","TMIGD2"
"APOBEC3G.1",1.12776724562847e-13,0.478815703593992,0.569,0.382,2.69592760067485e-09,"2","APOBEC3G"
"KPNA2.1",1.33694320827451e-13,0.36867437848129,0.265,0.123,3.19596273938022e-09,"2","KPNA2"
"SLC5A3",1.41714281966158e-13,0.325146313001744,0.14,0.044,3.38767991040101e-09,"2","SLC5A3"
"SEL1L3",1.91575992528725e-13,0.303215478460519,0.129,0.038,4.57962410139916e-09,"2","SEL1L3"
"PPP1R16B.1",2.27735287470877e-13,0.336151323795174,0.26,0.116,5.44401204699131e-09,"2","PPP1R16B"
"MAFF.1",2.40197465880261e-13,0.452627788612487,0.307,0.156,5.74192042186764e-09,"2","MAFF"
"RAB3GAP1",2.78106715661717e-13,0.254719902957358,0.124,0.036,6.64814103789334e-09,"2","RAB3GAP1"
"CHCHD10.1",2.86955044289947e-13,0.382431835340796,0.327,0.168,6.85966033375119e-09,"2","CHCHD10"
"IVNS1ABP.1",3.2325957057983e-13,0.444184459947529,0.466,0.284,7.72752003471084e-09,"2","IVNS1ABP"
"PTTG1.1",3.97411511226079e-13,0.320963432901677,0.235,0.103,9.50012217585941e-09,"2","PTTG1"
"HLA-DMA.1",4.96923810053496e-13,0.313037662855592,0.233,0.101,1.18789636793288e-08,"2","HLA-DMA"
"SQSTM1.1",5.12779047328963e-13,0.440416698112989,0.763,0.6,1.22579831263989e-08,"2","SQSTM1"
"RPS10.1",5.21153054361322e-13,-0.777324769085427,0.41,0.5,1.24581637645074e-08,"2","RPS10"
"FGR.2",5.32467076307186e-13,-0.626670649702695,0.081,0.211,1.27286254591233e-08,"2","FGR"
"HSPB1.1",5.78969443357905e-13,1.18781507601901,0.565,0.4,1.38402645434707e-08,"2","HSPB1"
"KLHL6.1",5.79246483553069e-13,0.257095780941457,0.133,0.041,1.38468871893361e-08,"2","KLHL6"
"MT-ND5",6.40446373997896e-13,-0.293758082120982,0.959,0.963,1.53098705704197e-08,"2","MT-ND5"
"FRMD4B",6.7168449858898e-13,0.302108015077647,0.124,0.037,1.60566179387696e-08,"2","FRMD4B"
"HM13",8.3375444983876e-13,0.358475534171611,0.336,0.173,1.99309001233956e-08,"2","HM13"
"COX5A",8.64899491007895e-13,0.34881816346244,0.555,0.355,2.06754223325437e-08,"2","COX5A"
"PRDX1.1",8.79321576656734e-13,0.449684807986197,0.472,0.289,2.10201822899792e-08,"2","PRDX1"
"BCAS4",9.51282449399662e-13,0.294410890128458,0.203,0.083,2.27404069528989e-08,"2","BCAS4"
"STAT5A.1",1.08882629273404e-12,0.337010747100006,0.217,0.093,2.60283925278072e-08,"2","STAT5A"
"MPZL3.1",1.10735882639535e-12,0.302653160273725,0.17,0.063,2.64714127449809e-08,"2","MPZL3"
"MIR155HG.1",1.29769409405675e-12,0.379658435044016,0.15,0.053,3.10213773184267e-08,"2","MIR155HG"
"SRGN",1.43268291374289e-12,0.353954213335441,0.972,0.939,3.42482850530237e-08,"2","SRGN"
"TBX21.2",1.54640851387758e-12,-0.645212596538373,0.216,0.354,3.69668955242435e-08,"2","TBX21"
"PTGDR.1",1.67119024236895e-12,-0.596905618004487,0.145,0.287,3.99498027438297e-08,"2","PTGDR"
"CCND2.1",1.87657391334401e-12,0.438618624689369,0.389,0.225,4.48594993984884e-08,"2","CCND2"
"CBLB.1",1.96046615364384e-12,0.313908533189968,0.541,0.331,4.6864943402856e-08,"2","CBLB"
"AHI1",2.22178965635757e-12,0.322633215953691,0.178,0.07,5.31118817352276e-08,"2","AHI1"
"FCRL6.2",2.3530082157057e-12,-0.6606858659103,0.221,0.357,5.62486613964447e-08,"2","FCRL6"
"PRDX5",2.82992183591504e-12,0.336147483382382,0.496,0.298,6.76492814875491e-08,"2","PRDX5"
"PFN1.2",3.58692060755998e-12,-0.318187175521608,0.982,0.964,8.57453371237214e-08,"2","PFN1"
"FAM102A.1",3.65037208056757e-12,0.330728369792908,0.168,0.064,8.72621445859678e-08,"2","FAM102A"
"CYSTM1.1",3.66948240810371e-12,0.315157294851708,0.173,0.068,8.77189769657191e-08,"2","CYSTM1"
"PELI1.1",3.67126498033898e-12,0.287454064246603,0.159,0.06,8.77615893550034e-08,"2","PELI1"
"HIST1H2AC",3.87497446015974e-12,0.307300146658404,0.178,0.07,9.26312644701187e-08,"2","HIST1H2AC"
"ARHGAP9",4.09860572826868e-12,0.365731111905629,0.602,0.396,9.79771699342628e-08,"2","ARHGAP9"
"RAP1B.2",4.67826884746161e-12,-0.514015555247875,0.504,0.596,1.1183401679857e-07,"2","RAP1B"
"TRAF1.1",4.94172503367614e-12,0.312053055070771,0.223,0.099,1.18131936930028e-07,"2","TRAF1"
"RASSF1.2",5.01900357345993e-12,-0.629811987083148,0.231,0.366,1.1997928042356e-07,"2","RASSF1"
"GPX4.1",5.06510195882195e-12,0.371754202295429,0.581,0.381,1.21081262325639e-07,"2","GPX4"
"TSTA3",5.39213127843198e-12,0.264215916552317,0.221,0.096,1.28898898210917e-07,"2","TSTA3"
"STX11",5.48628230644996e-12,0.323503074507476,0.207,0.09,1.31149578535686e-07,"2","STX11"
"DDX5.1",5.6326211288098e-12,-0.374248151681321,0.85,0.861,1.34647808084198e-07,"2","DDX5"
"NFKB2",5.71749707914389e-12,0.320636009871681,0.23,0.104,1.36676767676935e-07,"2","NFKB2"
"FCER1G.1",5.72795804977355e-12,0.358329088532395,0.309,0.158,1.36926837179837e-07,"2","FCER1G"
"JUND.1",6.11125144017096e-12,0.317890566202493,0.564,0.361,1.46089465677287e-07,"2","JUND"
"CD27.2",6.30973634936106e-12,0.425956094700646,0.216,0.098,1.50834247431476e-07,"2","CD27"
"EMC7",6.43380729636206e-12,0.343645425922989,0.277,0.139,1.53800163419535e-07,"2","EMC7"
"SUN2.1",6.90020427377459e-12,-0.619828862521705,0.424,0.517,1.64949383164582e-07,"2","SUN2"
"DOCK8",7.19823722899289e-12,0.306985291830299,0.343,0.184,1.72073860959075e-07,"2","DOCK8"
"NR4A1.1",7.36999997116755e-12,0.827500579641723,0.47,0.31,1.7617984931076e-07,"2","NR4A1"
"PRKCB.1",9.70116249924593e-12,-0.578110528533268,0.057,0.168,2.31906289544474e-07,"2","PRKCB"
"RPL41",9.73884769205226e-12,-0.331778942681628,0.996,0.977,2.32807154078509e-07,"2","RPL41"
"SLC25A3",1.03931927567719e-11,0.357196038414095,0.724,0.561,2.48449272850631e-07,"2","SLC25A3"
"CALM2.1",1.07322105583006e-11,0.386718593990042,0.712,0.54,2.56553493396177e-07,"2","CALM2"
"RORA.1",1.17489892341404e-11,-0.609423817036027,0.178,0.316,2.80859587642127e-07,"2","RORA"
"ITM2A.1",1.183022898889e-11,0.366842224729447,0.42,0.245,2.82801623979416e-07,"2","ITM2A"
"SERPINH1",1.24705245310918e-11,1.04840243815258,0.124,0.042,2.98107888915749e-07,"2","SERPINH1"
"PPDPF.1",1.36028372805021e-11,0.341898137297974,0.85,0.724,3.25175825190403e-07,"2","PPDPF"
"ENC1.1",1.37130644633991e-11,-0.601713733523793,0.039,0.144,3.27810805997556e-07,"2","ENC1"
"EML4.1",1.43011311917703e-11,0.375574318952448,0.468,0.291,3.41868541139269e-07,"2","EML4"
"RHBDD2",1.54500449928691e-11,0.39076134274865,0.277,0.143,3.69333325554536e-07,"2","RHBDD2"
"ETFB",1.60307365875384e-11,0.254240753157509,0.182,0.075,3.83214758125105e-07,"2","ETFB"
"LAIR2.2",1.6076545465668e-11,-0.504372620435858,0.016,0.107,3.84309819356794e-07,"2","LAIR2"
"RRP7A",1.61275199953456e-11,0.266986288888322,0.23,0.105,3.85528365488737e-07,"2","RRP7A"
"DEGS1.1",1.88272987977935e-11,0.286751856144203,0.223,0.102,4.50066577761253e-07,"2","DEGS1"
"CTNNB1",2.18722886835905e-11,0.313276983078099,0.2,0.087,5.2285706098123e-07,"2","CTNNB1"
"S1PR1.1",2.26430398358413e-11,-0.51364687160793,0.028,0.126,5.41281867275787e-07,"2","S1PR1"
"LSR",2.42361234471289e-11,0.258678271194105,0.118,0.038,5.79364531003616e-07,"2","LSR"
"PRF1.2",2.55329595011169e-11,-0.626318461727818,0.666,0.702,6.10365396874198e-07,"2","PRF1"
"SIPA1L1",2.94638856473815e-11,0.253635968297043,0.124,0.041,7.04334186400655e-07,"2","SIPA1L1"
"CNIH1.1",3.55213997239197e-11,0.329807184824038,0.283,0.144,8.49139060400301e-07,"2","CNIH1"
"RANBP2",3.66816492532139e-11,0.377305720724117,0.39,0.228,8.76874825398078e-07,"2","RANBP2"
"EMD.1",3.73093652046981e-11,0.374584827961346,0.571,0.385,8.91880375218308e-07,"2","EMD"
"PSMA4.1",4.15036531353374e-11,0.306919749504309,0.249,0.121,9.92144828200241e-07,"2","PSMA4"
"EIF4A1.1",4.26115054128633e-11,0.43226843262346,0.648,0.477,1.0186280368945e-06,"2","EIF4A1"
"TNFAIP3.1",4.47656939880428e-11,0.395881453168627,0.774,0.591,1.07012391478416e-06,"2","TNFAIP3"
"SURF2",4.75297660387817e-11,0.253848240171082,0.187,0.079,1.13619905715708e-06,"2","SURF2"
"MTSS1.1",4.84558009305265e-11,-0.549748297629191,0.037,0.137,1.15833592124424e-06,"2","MTSS1"
"MYC",5.11691841773373e-11,0.403627950708286,0.104,0.031,1.22319934775925e-06,"2","MYC"
"GCNT1",5.154785695878e-11,0.252875366727286,0.108,0.033,1.23225152059964e-06,"2","GCNT1"
"HLA-E.1",5.42515103688242e-11,-0.291578414268887,0.97,0.956,1.29688235536674e-06,"2","HLA-E"
"TPM4.1",5.54951387305044e-11,0.373399051661762,0.385,0.227,1.32661129135271e-06,"2","TPM4"
"SH2D2A",5.68628526606143e-11,0.318590472036846,0.551,0.361,1.35930649285198e-06,"2","SH2D2A"
"ECI2",5.84797278157326e-11,0.300124455242556,0.198,0.088,1.39795789343509e-06,"2","ECI2"
"RELB.1",6.07229059552923e-11,0.266485585182229,0.369,0.214,1.45158106686126e-06,"2","RELB"
"SELL",6.18295971692474e-11,-0.552411458280445,0.076,0.197,1.47803652033086e-06,"2","SELL"
"RIPOR2.1",6.95644765624644e-11,-0.621469804785566,0.155,0.282,1.66293881222571e-06,"2","RIPOR2"
"TMX4",7.03267177288398e-11,0.338061333801729,0.373,0.215,1.68116018730791e-06,"2","TMX4"
"CLDND1.2",7.18509176113876e-11,0.312151275159776,0.484,0.307,1.71759618550022e-06,"2","CLDND1"
"SAMD3.1",7.23186297639060e-11,-0.620513378452942,0.276,0.394,1.72877684450617e-06,"2","SAMD3"
"NSMCE1",8.86244205374054e-11,0.26336234319801,0.244,0.119,2.11856677294668e-06,"2","NSMCE1"
"CLEC2B.1",9.65559611494113e-11,0.495719071771026,0.763,0.613,2.30817025127668e-06,"2","CLEC2B"
"CENPM",9.81838305418894e-11,0.268859005536943,0.113,0.037,2.34708446910387e-06,"2","CENPM"
"IFI6.1",1.04149339530955e-10,0.412596006996304,0.216,0.101,2.48968996148749e-06,"2","IFI6"
"TMEM147",1.16648300295342e-10,0.290370393485197,0.217,0.103,2.78847761856016e-06,"2","TMEM147"
"CD48",1.17977197786955e-10,-0.493862314975165,0.509,0.575,2.82024491309715e-06,"2","CD48"
"KIR3DL2.1",1.30664536276133e-10,0.558828923698777,0.249,0.132,3.12353573968095e-06,"2","KIR3DL2"
"CREM.1",1.36892327755585e-10,0.528146970820426,0.58,0.429,3.27241109499725e-06,"2","CREM"
"UBE2A",1.43638974409467e-10,0.288464894520954,0.323,0.175,3.43368968325831e-06,"2","UBE2A"
"FOSB.1",1.45696326347836e-10,0.493412247550502,0.564,0.41,3.48287068134502e-06,"2","FOSB"
"NCOR1",2.08672178871685e-10,0.303151105631785,0.419,0.25,4.98830843592763e-06,"2","NCOR1"
"FLNA.2",2.2848373276033e-10,-0.646125677838353,0.436,0.513,5.4619036316357e-06,"2","FLNA"
"SEM1",2.44030433997814e-10,0.263893948929038,0.549,0.35,5.83354752471775e-06,"2","SEM1"
"P2RY8.1",2.52084337066238e-10,-0.515727847058548,0.065,0.172,6.02607607756842e-06,"2","P2RY8"
"RAB29.1",2.96348710590995e-10,-0.573602361069338,0.115,0.228,7.08421592667772e-06,"2","RAB29"
"CSRNP1.1",3.1310072601891e-10,0.309922847557735,0.537,0.355,7.48467285548205e-06,"2","CSRNP1"
"GGA2.1",3.42728527910055e-10,0.266180487786649,0.208,0.098,8.19292545968987e-06,"2","GGA2"
"CEP78.2",3.68107736997456e-10,-0.532236240321137,0.055,0.155,8.79961545292419e-06,"2","CEP78"
"EPSTI1",3.86975805865177e-10,0.258427132492387,0.136,0.052,9.25065663920706e-06,"2","EPSTI1"
"ZC3H12A",4.05324590292039e-10,0.31051387609406,0.284,0.151,9.6892843309312e-06,"2","ZC3H12A"
"REL.1",4.53904487287684e-10,0.395701283525375,0.583,0.415,1.08505867686121e-05,"2","REL"
"TOB1.1",5.3346555389697e-10,-0.651457254044519,0.108,0.219,1.27524940659071e-05,"2","TOB1"
"FOSL2.1",5.50092679575781e-10,0.315232313881294,0.408,0.249,1.3149965505259e-05,"2","FOSL2"
"GSPT1.1",5.59264377742957e-10,0.368745831724033,0.313,0.175,1.33692149499454e-05,"2","GSPT1"
"IL4R",6.35652384947527e-10,0.25960866982691,0.161,0.068,1.51952702621706e-05,"2","IL4R"
"JAK3",6.45772276837263e-10,0.28594562180126,0.193,0.089,1.54371862777948e-05,"2","JAK3"
"PERP.1",6.47032352198883e-10,0.380006181466917,0.159,0.068,1.54673083793143e-05,"2","PERP"
"PDCD4.1",6.60759304737529e-10,0.325864944564177,0.461,0.301,1.57954511797506e-05,"2","PDCD4"
"CDC25B.1",6.88445334703734e-10,-0.544080102066763,0.115,0.226,1.64572857260928e-05,"2","CDC25B"
"YWHAE",6.94222964144253e-10,0.274380131249019,0.323,0.179,1.65953999578684e-05,"2","YWHAE"
"GPSM3.1",7.32912066410034e-10,-0.518702366182624,0.408,0.495,1.75202629475319e-05,"2","GPSM3"
"TMEM14B.1",8.05068119878218e-10,0.269680185916435,0.336,0.189,1.92451534056888e-05,"2","TMEM14B"
"CKS2",9.07274398987077e-10,0.318964974107277,0.295,0.16,2.16883945077861e-05,"2","CKS2"
"CYTOR.1",9.15380416088486e-10,0.349316479267703,0.465,0.31,2.18821688465953e-05,"2","CYTOR"
"SERBP1",9.44162018206568e-10,0.330926721456356,0.581,0.414,2.2570193045228e-05,"2","SERBP1"
"EIF4E",9.45714550510376e-10,0.268532577501184,0.242,0.123,2.26073063299505e-05,"2","EIF4E"
"LILRB1.1",9.53790567898521e-10,-0.443179278148556,0.028,0.113,2.28003635256141e-05,"2","LILRB1"
"RGS2.1",1.01157939639811e-09,0.425167533173046,0.528,0.372,2.41818054708967e-05,"2","RGS2"
"MAP1LC3A",1.06047755648823e-09,0.284572333637953,0.205,0.098,2.53507159878512e-05,"2","MAP1LC3A"
"PHYKPL",1.17399157880184e-09,0.2639111652819,0.269,0.143,2.80642686912579e-05,"2","PHYKPL"
"TXN.1",1.42854515938444e-09,0.318057569266953,0.433,0.271,3.4149372035085e-05,"2","TXN"
"MT-ND1.1",1.4394686730137e-09,-0.256248993584723,0.958,0.957,3.44104986283925e-05,"2","MT-ND1"
