"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"HSPH1",4.10767913203213e-06,-0.663250351496495,0.462,0.537,0.0981940696512281,"0","HSPH1"
"DIAPH1",4.13676744002559e-06,0.303027906075712,0.248,0.173,0.0988894256538117,"0","DIAPH1"
"B4GALT4",4.39334444034276e-06,0.288236950024948,0.144,0.082,0.105022898846394,"0","B4GALT4"
"PELI1",4.70132297691322e-06,-0.281077114201439,0.054,0.113,0.112385125763111,"0","PELI1"
"HAVCR2",4.71563494519153e-06,-0.269484080730613,0.105,0.182,0.112727253364803,"0","HAVCR2"
"SELENOW",4.78324429981838e-06,0.255255342489795,0.495,0.407,0.114343454987158,"0","SELENOW"
"HLA-DRB5",4.93743176619903e-06,-0.342565547797769,0.139,0.222,0.118029306370988,"0","HLA-DRB5"
"SQSTM1",4.98459198808463e-06,-0.35611567084839,0.616,0.668,0.119156671475163,"0","SQSTM1"
"ARHGAP45",5.16372155999083e-06,0.262922551664114,0.296,0.213,0.123438763891581,"0","ARHGAP45"
"HOPX",5.24848408906913e-06,0.258999886103981,0.675,0.581,0.125465012149197,"0","HOPX"
"CRTAM",5.64889026903772e-06,-0.508863038615383,0.216,0.303,0.135036721881347,"0","CRTAM"
"RAB37",5.79188026732366e-06,0.300335387899692,0.176,0.108,0.138454897790372,"0","RAB37"
"CRY1",5.89198755994362e-06,0.321810804835664,0.164,0.1,0.140847962620452,"0","CRY1"
"AC243960.1",6.28648386804267e-06,0.363634096130243,0.246,0.174,0.15027839686556,"0","AC243960.1"
"BTN3A1",6.34556533132098e-06,0.264163943367753,0.232,0.155,0.151690739245228,"0","BTN3A1"
"LAT",6.55015520835137e-06,0.300439928450548,0.364,0.283,0.156581460255639,"0","LAT"
"DENND2D",6.64513185445664e-06,0.372020471507001,0.337,0.254,0.158851876980786,"0","DENND2D"
"PPP1CA",6.66704155594294e-06,0.332102588275735,0.48,0.407,0.159375628394816,"0","PPP1CA"
"LINC01871",6.67299784934903e-06,-0.406744568482819,0.341,0.426,0.159518013588688,"0","LINC01871"
"JAZF1",6.8896095326708e-06,0.298979434906667,0.178,0.111,0.164696115878496,"0","JAZF1"
"SH2D1A",7.13247727372773e-06,-0.372478757987903,0.284,0.376,0.170501869228461,"0","SH2D1A"
"KPNA2",7.34285772910557e-06,-0.32761845928574,0.12,0.195,0.175531014014269,"0","KPNA2"
"ARHGAP30",7.3746460417353e-06,0.338644673718866,0.248,0.173,0.176290913627682,"0","ARHGAP30"
"GGA2",7.39421185651899e-06,-0.276976318437934,0.089,0.158,0.176758634430087,"0","GGA2"
"ID2",7.57016985393572e-06,0.326227718554436,0.687,0.628,0.180964910358333,"0","ID2"
"ZNF267",7.58280270105479e-06,-0.277430154631616,0.064,0.125,0.181266898568715,"0","ZNF267"
"SYAP1",7.85180881204968e-06,-0.374417826682457,0.277,0.371,0.187697489652048,"0","SYAP1"
"LAMP1",7.95401709483105e-06,0.284842590547961,0.435,0.363,0.190140778651936,"0","LAMP1"
"BABAM1",8.05776127466455e-06,0.27014912810458,0.186,0.119,0.192620783270856,"0","BABAM1"
"PPP1R2",8.06597731606666e-06,-0.30883579910899,0.414,0.512,0.192817187740574,"0","PPP1R2"
"RNF19A",8.32355948835879e-06,-0.335864393249309,0.278,0.372,0.198974689569217,"0","RNF19A"
"CSK",8.95939756295133e-06,0.309929163435493,0.355,0.275,0.214174398742352,"0","CSK"
"ZNF207",8.98335390190427e-06,0.290119436109999,0.316,0.234,0.214747075025022,"0","ZNF207"
"KLF9",9.17538735140703e-06,0.266365173586803,0.124,0.067,0.219337634635385,"0","KLF9"
"DEGS1",9.88356789477723e-06,-0.251608462962157,0.095,0.165,0.23626669052465,"0","DEGS1"
"ELOVL5",9.95924125753788e-06,-0.300997061168486,0.207,0.301,0.238075662261443,"0","ELOVL5"
"HNRNPL",1.03036791943849e-05,0.265915385230341,0.344,0.263,0.24630945114177,"0","HNRNPL"
"FLI1",1.06142350709032e-05,0.276935549903925,0.287,0.204,0.253733289369941,"0","FLI1"
"RABAC1",1.06352228880904e-05,-0.298841562032733,0.412,0.504,0.2542350031398,"0","RABAC1"
"CMTM7",1.19095445340974e-05,-0.279384194692086,0.093,0.16,0.284697662087599,"0","CMTM7"
"AC243829.4",1.22263380280971e-05,-0.288816440653625,0.052,0.108,0.292270610561661,"0","AC243829.4"
"CCDC88C",1.24714763177677e-05,0.292123066933745,0.238,0.167,0.298130641376236,"0","CCDC88C"
"WDR45",1.27188186235288e-05,0.270939303969031,0.198,0.129,0.304043359195455,"0","WDR45"
"BTG1",1.40616512066418e-05,-0.342077108455547,0.963,0.962,0.336143772094773,"0","BTG1"
"TAOK3",1.52130931913489e-05,0.297098436821126,0.247,0.177,0.363668992739195,"0","TAOK3"
"CNIH1",1.63174260177265e-05,-0.2637988152139,0.138,0.216,0.390068068953753,"0","CNIH1"
"CCSER2",1.63621447870069e-05,-0.292016141129804,0.178,0.262,0.391137071133401,"0","CCSER2"
"LYN",1.73519942409762e-05,0.255298676476296,0.153,0.093,0.414799422330536,"0","LYN"
"RASSF5",1.79338560337786e-05,0.25623775027989,0.379,0.301,0.428708828487477,"0","RASSF5"
"CDC14A",1.83284754515593e-05,-0.253180701015452,0.063,0.121,0.438142205669525,"0","CDC14A"
"EBP",2.03602652353792e-05,0.257892004500236,0.188,0.124,0.48671214045174,"0","EBP"
"EIF3G",2.16334861553575e-05,0.298813184506803,0.553,0.489,0.517148486543821,"0","EIF3G"
"CD2",2.19247753684574e-05,-0.263573771797448,0.541,0.63,0.524111755182975,"0","CD2"
"CTSD",2.26857924904398e-05,-0.310921732546367,0.303,0.396,0.542303869483963,"0","CTSD"
"NDUFB2",2.30837452783436e-05,0.291975540108826,0.478,0.413,0.551816930878803,"0","NDUFB2"
"CHMP1B",2.39697092461261e-05,0.437997070542325,0.26,0.189,0.572995899528643,"0","CHMP1B"
"HCLS1",2.45051625538715e-05,0.276245121937669,0.54,0.481,0.585795910850299,"0","HCLS1"
"DGKD",2.45495264279827e-05,0.264789065124557,0.179,0.116,0.586856429260926,"0","DGKD"
"TXN",2.46502908316337e-05,-0.277388692362084,0.263,0.355,0.589265202330204,"0","TXN"
"APOBEC3G",2.48233243241299e-05,-0.351106275816371,0.391,0.467,0.593401567968326,"0","APOBEC3G"
"UBE2B",2.72880203705084e-05,-0.306651737247251,0.365,0.454,0.652320126957002,"0","UBE2B"
"PTPN2",2.88937386047001e-05,0.280608562010725,0.274,0.203,0.690704821345357,"0","PTPN2"
"SLA2",3.18820076754889e-05,-0.265541104407476,0.234,0.318,0.762139393482562,"0","SLA2"
"FBXL5",3.2745331891982e-05,0.251325632362756,0.19,0.127,0.78277715887783,"0","FBXL5"
"NOP58",3.42901030144629e-05,-0.274576483563084,0.279,0.37,0.819704912560736,"0","NOP58"
"DNAJA1",3.47070743851579e-05,-0.392917261279182,0.573,0.654,0.829672613177199,"0","DNAJA1"
"BAX",3.62232944357991e-05,0.286357241015753,0.402,0.322,0.865917853487777,"0","BAX"
"IL12RB1",3.71940322016904e-05,0.263452884897256,0.132,0.078,0.88912333978141,"0","IL12RB1"
"RBM39",3.90583084754268e-05,0.25811265982838,0.701,0.646,0.933688864105077,"0","RBM39"
"DECR1",3.91624573384595e-05,0.252248968111403,0.237,0.166,0.936178542675875,"0","DECR1"
"MAPRE2",3.96940882717875e-05,0.399922724267825,0.455,0.391,0.948887180137079,"0","MAPRE2"
"NR4A1",4.00897656157176e-05,-0.588263881526554,0.308,0.389,0.95834584704373,"0","NR4A1"
"XBP1",4.02223015490074e-05,0.25442930774313,0.464,0.388,0.961514118529021,"0","XBP1"
"RSU1",4.03794538183884e-05,0.252411456770556,0.234,0.165,0.965270843528575,"0","RSU1"
"TPI1",4.29935534560705e-05,-0.29028282200727,0.602,0.646,1,"0","TPI1"
"AC020916.1",4.53117704966036e-05,-0.262804866227405,0.092,0.155,1,"0","AC020916.1"
"SNHG9",4.69500204888806e-05,0.308286238412979,0.334,0.256,1,"0","SNHG9"
"BTG3",4.85679382069292e-05,-0.296800568623813,0.176,0.254,1,"0","BTG3"
"CD244",4.89157904047892e-05,0.25049525234992,0.182,0.121,1,"0","CD244"
"RTN4",5.04771971407036e-05,0.253975355449886,0.288,0.218,1,"0","RTN4"
"FTH1",5.23096719869512e-05,-0.361408530514551,0.948,0.948,1,"0","FTH1"
"REL",5.51156787980635e-05,-0.330345090541844,0.414,0.498,1,"0","REL"
"PCBP1",5.54582876728851e-05,0.254235385839736,0.671,0.642,1,"0","PCBP1"
"HMGB2",5.70042872463152e-05,-0.354916622584585,0.406,0.482,1,"0","HMGB2"
"JUN",5.82483994747125e-05,-0.442740263487984,0.785,0.806,1,"0","JUN"
"SIRT2",5.83397275669262e-05,0.291332051996275,0.212,0.15,1,"0","SIRT2"
"MCL1",5.89922895417633e-05,-0.271806911744799,0.511,0.591,1,"0","MCL1"
"DDX39A",6.2465052655028e-05,0.293306429114876,0.282,0.215,1,"0","DDX39A"
"HEXA",6.28364149689259e-05,0.266442425119682,0.198,0.139,1,"0","HEXA"
"SURF4",6.70266931672495e-05,-0.260373502275848,0.218,0.304,1,"0","SURF4"
"PHF20",6.81793588909208e-05,0.330053452967467,0.333,0.268,1,"0","PHF20"
"RBKS",6.94869333027475e-05,0.273093102899831,0.178,0.116,1,"0","RBKS"
"CD69",7.78255838987912e-05,-0.350708343988257,0.756,0.806,1,"0","CD69"
"SLBP",7.92432966208888e-05,-0.325678460836424,0.226,0.309,1,"0","SLBP"
"SLC2A3",7.97781439508768e-05,-0.288418617883449,0.53,0.614,1,"0","SLC2A3"
"NUDT4",8.00575846819864e-05,-0.291143027515743,0.112,0.176,1,"0","NUDT4"
"PPP1R16B",8.36267700456671e-05,-0.262956239370442,0.118,0.185,1,"0","PPP1R16B"
"FKBP1A",9.13070039048942e-05,-0.280351714386242,0.236,0.317,1,"0","FKBP1A"
"OTULIN",9.51755230845848e-05,-0.25305580926489,0.08,0.136,1,"0","OTULIN"
"RNF167",0.000101599650564384,0.324615853113684,0.34,0.279,1,"0","RNF167"
"IFI6",0.000102347492112632,-0.283777630427817,0.098,0.159,1,"0","IFI6"
"F2R",0.000103103972899938,0.337837559541596,0.23,0.166,1,"0","F2R"
"AL118516.1",0.000106826706178865,0.332094251932352,0.197,0.136,1,"0","AL118516.1"
"M6PR",0.000124290952718393,0.252590974121204,0.297,0.23,1,"0","M6PR"
"PTGES3",0.000128303586186665,-0.302898767618168,0.522,0.589,1,"0","PTGES3"
"ACAA2",0.000141623966586526,0.255470513075976,0.198,0.14,1,"0","ACAA2"
"ACTR2",0.000152172790265389,0.282225562434961,0.39,0.332,1,"0","ACTR2"
"UTRN",0.000158785704611742,0.259219407301653,0.236,0.173,1,"0","UTRN"
"ITGB7",0.000158994107739533,0.2825811379971,0.29,0.231,1,"0","ITGB7"
"JPT1",0.000167035638965848,-0.274314978764146,0.193,0.264,1,"0","JPT1"
"ODC1",0.00016999476962733,-0.339208325868913,0.352,0.431,1,"0","ODC1"
"FKBP4",0.000175639699944964,-0.420227424937465,0.119,0.181,1,"0","FKBP4"
"ZCCHC17",0.00018177610959693,0.254061782395204,0.126,0.078,1,"0","ZCCHC17"
"HMGN1",0.00020187119317057,-0.25674296420074,0.493,0.55,1,"0","HMGN1"
"GLG1",0.000207080766318734,0.282146600888276,0.229,0.17,1,"0","GLG1"
"EIF4A1",0.000207351352816245,-0.325630129602078,0.487,0.553,1,"0","EIF4A1"
"INSIG1",0.00021192563264216,-0.392337976207813,0.215,0.283,1,"0","INSIG1"
"RARA",0.000213319591888935,-0.252689065609855,0.098,0.157,1,"0","RARA"
"ZFP36L2",0.000220103981768233,-0.391726162490451,0.914,0.898,1,"0","ZFP36L2"
"CREM",0.00023899302497379,-0.299733042004112,0.423,0.506,1,"0","CREM"
"HSPD1",0.000271244703397295,-0.592783548871604,0.473,0.531,1,"0","HSPD1"
"NFATC2",0.000275363897198518,0.302928959274938,0.28,0.22,1,"0","NFATC2"
"ICOS",0.000297389369248872,-0.297416556046921,0.116,0.174,1,"0","ICOS"
"GNAS",0.00032685267334894,-0.262132808839905,0.318,0.401,1,"0","GNAS"
"AAK1",0.000383931237274166,0.252147830047615,0.33,0.27,1,"0","AAK1"
"PAPOLA",0.00040539108158983,-0.2655702815444,0.305,0.381,1,"0","PAPOLA"
"IKZF2",0.000431073670791827,-0.293239373222191,0.111,0.165,1,"0","IKZF2"
"YPEL3",0.000435449295414927,0.262177388875148,0.25,0.19,1,"0","YPEL3"
"CD226",0.000453814307612175,0.25452693591259,0.143,0.096,1,"0","CD226"
"DDX24",0.000500582545479985,-0.297353952074863,0.435,0.496,1,"0","DDX24"
"WIPF1",0.000524475826211045,-0.272072372558512,0.503,0.573,1,"0","WIPF1"
"TAGLN2",0.000525884269515408,-0.317063994936501,0.758,0.752,1,"0","TAGLN2"
"FAM177A1",0.000533307803815164,-0.266196323241109,0.424,0.5,1,"0","FAM177A1"
"TRGV7",0.000551506398408689,0.268612418612239,0.125,0.08,1,"0","TRGV7"
"TRBC1",0.000660373664604188,0.271705233990344,0.532,0.481,1,"0","TRBC1"
"HIST1H4C",0.000742204736260791,-0.380342256504824,0.383,0.447,1,"0","HIST1H4C"
"ASAH1",0.000756605784454992,0.250832463997424,0.18,0.131,1,"0","ASAH1"
"HSPA8",0.000803084204944232,-0.374151669784397,0.914,0.913,1,"0","HSPA8"
"KIR2DL1",0.00128984700273837,-0.320053776741242,0.068,0.109,1,"0","KIR2DL1"
"RGS2",0.00137716455184187,-0.397121602538399,0.385,0.439,1,"0","RGS2"
"EGR1",0.00145676713691693,-0.299871491887605,0.125,0.177,1,"0","EGR1"
"IER3",0.00188386306249871,0.323492759665973,0.15,0.105,1,"0","IER3"
"HLA-DPB1",0.0020421631135568,-0.253003598990807,0.468,0.528,1,"0","HLA-DPB1"
"LY9",0.0021575697315477,-0.282346624297214,0.149,0.2,1,"0","LY9"
"BCAS2",0.00434969855433358,-0.305449982772388,0.299,0.365,1,"0","BCAS2"
"MT1X",0.0071630716978448,-0.428595366119111,0.182,0.232,1,"0","MT1X"
"KLF6",0.00779043333054029,-0.316589085062231,0.806,0.812,1,"0","KLF6"
"DYNLL1",0.00839859392808452,-0.26323662511037,0.485,0.525,1,"0","DYNLL1"
"TUBA4A",0.00970765478670632,-0.355258039976991,0.47,0.505,1,"0","TUBA4A"
"GZMB.1",7.77487423085942e-56,-1.2058636482116,0.459,0.823,1.85858368488694e-51,"1","GZMB"
"GZMK.1",2.36720344196533e-51,1.62647553733554,0.538,0.234,5.65879982801812e-47,"1","GZMK"
"GNLY.1",1.55622432988796e-48,-0.952990599052673,0.592,0.888,3.72015426059717e-44,"1","GNLY"
"FCGR3A.1",1.04356918256802e-36,-1.27506218675346,0.175,0.464,2.49465213092885e-32,"1","FCGR3A"
"FGFBP2.1",2.11350072360152e-35,-1.27354591633202,0.187,0.469,5.05232347976943e-31,"1","FGFBP2"
"CTSW",4.95739580845104e-30,-0.623974134538575,0.694,0.899,1.18506546801022e-25,"1","CTSW"
"IL7R.1",5.57602769827645e-30,1.11550325952033,0.491,0.248,1.33294942127299e-25,"1","IL7R"
"NKG7.1",2.11396111596734e-28,-0.549511822161103,0.919,0.974,5.05342404771992e-24,"1","NKG7"
"ADGRG1.1",1.40077887549014e-27,-0.799347530135537,0.156,0.41,3.34856190185919e-23,"1","ADGRG1"
"TYROBP.1",6.25197101436602e-27,-0.786793995463933,0.324,0.607,1.4945336709842e-22,"1","TYROBP"
"KLRD1.1",1.89452127908144e-24,-0.481870492028913,0.62,0.87,4.52885311764418e-20,"1","KLRD1"
"RPL30",2.55275305142156e-24,0.256189115086556,0.988,0.998,6.10235616942324e-20,"1","RPL30"
"RPL28.1",5.05796469064313e-24,0.276647305180636,0.99,0.999,1.20910645929824e-19,"1","RPL28"
"PRF1.1",6.31621066870785e-24,-0.783317205313077,0.541,0.756,1.50989016035461e-19,"1","PRF1"
"HOPX.1",8.15926949057927e-24,-0.678920169259696,0.445,0.695,1.95047337172298e-19,"1","HOPX"
"RPS12",1.40652625279044e-23,0.271836897015337,0.99,0.997,3.36230100729554e-19,"1","RPS12"
"KLRC2.1",5.46867961291827e-22,-0.709480120567297,0.161,0.4,1.30728786146811e-17,"1","KLRC2"
"CD7.1",6.36313883216436e-21,-0.65800521002976,0.59,0.767,1.52110833782889e-16,"1","CD7"
"PFN1.1",1.62394747339407e-20,-0.421743193787266,0.938,0.982,3.88204643514852e-16,"1","PFN1"
"RPS25",5.19757808780162e-20,0.299387003440772,0.975,0.989,1.24248104188898e-15,"1","RPS25"
"CD247.1",1.59996435173482e-19,-0.620096986345484,0.461,0.686,3.82471478282209e-15,"1","CD247"
"GZMH.1",1.88962787500692e-19,-0.595728586451,0.529,0.745,4.51715543520405e-15,"1","GZMH"
"IFITM2.1",1.38756025927297e-18,-0.468568657412649,0.776,0.904,3.31696279979203e-14,"1","IFITM2"
"KRT86.1",1.66159390853515e-18,-1.14298635780611,0.027,0.169,3.97204023835327e-14,"1","KRT86"
"KLRC3",1.73744775158868e-18,-0.644282657684089,0.21,0.428,4.15336885017273e-14,"1","KLRC3"
"CD63",3.32785525659301e-18,-0.543619118111506,0.277,0.504,7.9552379908856e-14,"1","CD63"
"HAVCR2.1",7.88629763009316e-18,-0.608182309124505,0.042,0.195,1.88521944847377e-13,"1","HAVCR2"
"MYOM2.1",2.13978730720143e-17,-1.04621016941731,0.017,0.144,5.11516155786503e-13,"1","MYOM2"
"RPL36.1",6.17998706312975e-17,0.274273228324202,0.982,0.982,1.47732590744117e-12,"1","RPL36"
"TTC38.1",1.57292636251171e-16,-0.533823473886358,0.087,0.251,3.76008046958425e-12,"1","TTC38"
"KIR2DL4.1",3.91313308957906e-16,-0.680948529813985,0.084,0.246,9.35434465063875e-12,"1","KIR2DL4"
"SPON2.1",7.69072461754838e-16,-1.01178379703897,0.193,0.362,1.83846771982494e-11,"1","SPON2"
"NCR3.1",5.92684565758235e-15,-0.587472419874001,0.131,0.301,1.41681245444506e-10,"1","NCR3"
"ACTB",7.46340793239461e-15,-0.371493807620523,0.988,0.997,1.78412766623893e-10,"1","ACTB"
"TRDC.1",3.60831367951827e-14,-0.549569504488252,0.143,0.317,8.62567385088842e-10,"1","TRDC"
"UCP2.1",1.07238671663031e-13,-0.415715928962473,0.422,0.629,2.56354044610475e-09,"1","UCP2"
"CFL1",1.21097594537201e-13,-0.315883015781009,0.859,0.957,2.89483799741178e-09,"1","CFL1"
"SH2D1B.1",2.66778773543344e-13,-0.578048572183766,0.082,0.221,6.37734658155364e-09,"1","SH2D1B"
"FLNA.1",3.97308971477937e-13,-0.3560840524195,0.345,0.553,9.49767096318009e-09,"1","FLNA"
"ITGB2.1",5.29659116721211e-13,-0.423754578897798,0.598,0.747,1.26615011852206e-08,"1","ITGB2"
"ARPC2.1",7.61055321592394e-13,-0.382327961007994,0.713,0.858,1.81930274626662e-08,"1","ARPC2"
"SH3BGRL3",9.4717631204916e-13,-0.27792256213445,0.894,0.97,2.26422497395352e-08,"1","SH3BGRL3"
"LSP1",2.12549580638794e-12,-0.355061952251238,0.711,0.831,5.08099772517037e-08,"1","LSP1"
"C12orf75.1",3.68984347181102e-12,-0.422383121249423,0.299,0.478,8.82057081936423e-08,"1","C12orf75"
"PRSS23.1",4.48295340810044e-12,-0.514072219146047,0.061,0.18,1.07165001220641e-07,"1","PRSS23"
"KLRF1.1",4.50197510708898e-12,-0.594891283953839,0.151,0.298,1.07619714934962e-07,"1","KLRF1"
"GSTP1",4.92576241324231e-12,-0.413508637265241,0.445,0.623,1.17750350488557e-07,"1","GSTP1"
"IL2RB.1",5.07739933123213e-12,-0.397459329748561,0.303,0.482,1.21375231013104e-07,"1","IL2RB"
"EFHD2.1",5.45192232465374e-12,-0.455503629688849,0.234,0.401,1.30328203170848e-07,"1","EFHD2"
"CTSC.1",6.95972436550159e-12,-0.354961469277307,0.38,0.569,1.66372210957315e-07,"1","CTSC"
"CLIC3.1",9.36372349259674e-12,-0.56821495601625,0.185,0.341,2.23839810090525e-07,"1","CLIC3"
"KIR3DL1",1.0111956933622e-11,-0.76380426530182,0.039,0.144,2.41726330498234e-07,"1","KIR3DL1"
"TPM3.1",1.1302816346353e-11,-0.349674522478355,0.55,0.747,2.70193824759569e-07,"1","TPM3"
"FCRL6.1",1.14144788000753e-11,-0.459055761398726,0.203,0.367,2.72863115715799e-07,"1","FCRL6"
"IFITM1.1",1.17812558815874e-11,-0.337142980364699,0.879,0.934,2.81630921849347e-07,"1","IFITM1"
"TPI1.1",1.33185740210199e-11,-0.351493532472281,0.489,0.686,3.1838051197248e-07,"1","TPI1"
"ACP5.1",1.52871300271001e-11,-0.478468905935889,0.044,0.151,3.65438843297829e-07,"1","ACP5"
"KLRB1.1",2.3685713643188e-11,-0.414809904632558,0.294,0.478,5.6620698464041e-07,"1","KLRB1"
"GPR183.1",3.14228444775756e-11,0.556476105841266,0.136,0.052,7.51163097236446e-07,"1","GPR183"
"KIR2DL3",4.20103079567939e-11,-0.646130191336211,0.052,0.162,1.00425641170716e-06,"1","KIR2DL3"
"GLUL",4.8130868276491e-11,-0.471451899645307,0.141,0.284,1.15056840614952e-06,"1","GLUL"
"FGR.1",7.18689123998952e-11,-0.486730455973113,0.089,0.211,1.7180263509195e-06,"1","FGR"
"LAT2",7.23018829694265e-11,-0.355920385355918,0.076,0.197,1.72837651238414e-06,"1","LAT2"
"RAP1B.1",7.54384411226084e-11,-0.34841807303084,0.449,0.621,1.80335593503595e-06,"1","RAP1B"
"CXCR4.1",9.78936280851144e-11,0.524680479551453,0.726,0.66,2.34014717937466e-06,"1","CXCR4"
"VPS37B",1.06644094893278e-10,-0.388228937814871,0.227,0.388,2.54932708842381e-06,"1","VPS37B"
"UBE2F.1",1.43134276131716e-10,-0.390408570228859,0.136,0.274,3.42162487092867e-06,"1","UBE2F"
"DBI.1",1.97044939153374e-10,-0.313466102336024,0.363,0.565,4.7103592704614e-06,"1","DBI"
"YWHAQ.1",2.48699170152352e-10,-0.368557790258947,0.351,0.532,5.94515366249199e-06,"1","YWHAQ"
"CYBA.1",2.70921123997304e-10,-0.314665899698117,0.778,0.895,6.47636946915556e-06,"1","CYBA"
"CCL3.1",2.87574338422743e-10,-0.571689567765922,0.227,0.373,6.87446455999567e-06,"1","CCL3"
"MAPRE2.1",2.88537550514138e-10,-0.42984070277341,0.301,0.468,6.89749014504048e-06,"1","MAPRE2"
"CX3CR1.1",2.97159223863499e-10,-0.442714240842356,0.032,0.122,7.10359124645693e-06,"1","CX3CR1"
"ATP5F1C",5.88055683040921e-10,-0.299749997222722,0.202,0.355,1.40574711030932e-05,"1","ATP5F1C"
"RHOC",7.21759457563837e-10,-0.332492279721436,0.227,0.39,1.72536598330635e-05,"1","RHOC"
"KIR2DL1.1",8.22625597189095e-10,-0.51847151808054,0.03,0.118,1.96648649008053e-05,"1","KIR2DL1"
"GNPTAB.1",1.18866806156544e-09,-0.340862421884881,0.138,0.267,2.84151100117219e-05,"1","GNPTAB"
"CD47.1",1.48799370223324e-09,-0.35642811573739,0.207,0.352,3.55704894518855e-05,"1","CD47"
"CD38",1.63811997747052e-09,-0.292840798707528,0.03,0.117,3.91592580614329e-05,"1","CD38"
"RASSF1.1",1.80707105537937e-09,-0.358121581664653,0.224,0.372,4.31980335788438e-05,"1","RASSF1"
"GEM.1",1.83199642029843e-09,-0.546019322953938,0.039,0.129,4.37938744272341e-05,"1","GEM"
"IGFLR1.1",1.93955827500647e-09,-0.425086072631935,0.123,0.246,4.63651405640296e-05,"1","IGFLR1"
"VASP.1",1.94309497362661e-09,-0.313106352596902,0.168,0.305,4.64496853445441e-05,"1","VASP"
"LYN.1",2.36553349613238e-09,-0.260942641583898,0.05,0.147,5.65480782250444e-05,"1","LYN"
"TRBC1.1",2.38245716116961e-09,-0.416504807915683,0.397,0.547,5.69526384377595e-05,"1","TRBC1"
"PLEK.1",2.72637398011659e-09,-0.438476666827079,0.212,0.348,6.5173969994687e-05,"1","PLEK"
"GAPDH.1",3.45477105997536e-09,-0.505285863641558,0.882,0.935,8.2586302188711e-05,"1","GAPDH"
"IVNS1ABP",3.72124367894052e-09,-0.371045202672035,0.234,0.379,8.89563301450732e-05,"1","IVNS1ABP"
"FCER1G",4.31141898290533e-09,-0.658616156722187,0.119,0.235,0.000103064470786352,"1","FCER1G"
"KIR3DL2",5.5229969122281e-09,-0.466624869146002,0.089,0.197,0.000132027241186813,"1","KIR3DL2"
"HSH2D.1",5.91969918957345e-09,-0.334467506831442,0.097,0.21,0.000141510409126753,"1","HSH2D"
"CAP1.1",7.87900768810173e-09,-0.268530961979917,0.417,0.594,0.000188347678784072,"1","CAP1"
"MYO1F.1",8.38951870489127e-09,-0.263485328103247,0.15,0.28,0.000200551444640426,"1","MYO1F"
"SYNGR1",9.27052857761128e-09,-0.343714283597111,0.034,0.115,0.000221611985647798,"1","SYNGR1"
"PTMS.1",9.60764958775951e-09,-0.414122240050679,0.108,0.219,0.000229670863395391,"1","PTMS"
"TRGC1",1.263988640017e-08,-0.331771134141589,0.035,0.117,0.000302156484396063,"1","TRGC1"
"GALNT2.1",1.34537776858419e-08,-0.382054933916395,0.067,0.164,0.00032161255558005,"1","GALNT2"
"SLC9A3R1.1",1.40199282806369e-08,-0.25668866929991,0.373,0.547,0.000335146385548625,"1","SLC9A3R1"
"LINC02446.1",1.69199776157336e-08,-0.675679015515288,0.183,0.304,0.000404472064904112,"1","LINC02446"
"NDUFC2",1.72001499036902e-08,-0.320034911508874,0.165,0.295,0.000411169583447713,"1","NDUFC2"
"TPM4",1.72972815281168e-08,-0.338897576051132,0.182,0.31,0.000413491514929632,"1","TPM4"
"CHST12",1.80335964111295e-08,-0.264439867002148,0.218,0.359,0.00043109312220805,"1","CHST12"
"ZNF683.1",1.81897296723892e-08,-0.506372978369168,0.121,0.233,0.000434825487818464,"1","ZNF683"
"CSF1.1",2.02254709538145e-08,-0.634263693652444,0.055,0.146,0.000483489883150936,"1","CSF1"
"TNFRSF18.1",2.64432268480737e-08,-0.379940889301518,0.082,0.181,0.000632125337803202,"1","TNFRSF18"
"G6PD",2.85123390158639e-08,-0.25530297192093,0.086,0.191,0.000681587464174227,"1","G6PD"
"CD99.1",3.15769578627141e-08,-0.266694010266031,0.704,0.838,0.000754847177708182,"1","CD99"
"CCND2",3.77603714951156e-08,-0.342669241884138,0.182,0.31,0.000902661680590739,"1","CCND2"
"RBPJ.1",4.73457533669243e-08,-0.424931284982478,0.131,0.241,0.00113180023423633,"1","RBPJ"
"HCLS1.1",5.1234635173734e-08,-0.283613681254171,0.393,0.554,0.00122476395382811,"1","HCLS1"
"TFDP2.1",5.20432121926952e-08,-0.353847684641374,0.079,0.174,0.00124409298746638,"1","TFDP2"
"ARPC1B",5.88514870199102e-08,-0.320030913074474,0.479,0.633,0.00140684479721095,"1","ARPC1B"
"S1PR5.1",5.90630899255201e-08,-0.430411605441107,0.151,0.265,0.00141190316466956,"1","S1PR5"
"FASLG",7.21640923278561e-08,-0.298164068541917,0.045,0.126,0.0017250826270974,"1","FASLG"
"PSMA5",7.28393406751596e-08,-0.30146774348947,0.188,0.317,0.00174122443883969,"1","PSMA5"
"ACTR3",8.03507026742848e-08,-0.250752825604902,0.373,0.535,0.00192078354742878,"1","ACTR3"
"BIN2.1",8.90921514963369e-08,-0.284862562779309,0.333,0.485,0.00212974788151993,"1","BIN2"
"TRAT1.1",9.64711097090451e-08,0.545161931049297,0.237,0.151,0.00230614187759472,"1","TRAT1"
"SERPINB1",9.87468945688323e-08,-0.355154985825382,0.252,0.381,0.00236054451466794,"1","SERPINB1"
